id,name
96,"Kuala Lumpur, Malaysia"
97,"Positano, Ý"
98,"Gosford, Úc"
99,"Springfield Lakes, Úc"
100,"Malmö, Thụy Điển"
101,"Chiusure, Ý"
102,"Phnom Penh, Campuchia"
103,"Lancaster, Pennsylvania:"
104,"Clacton-on-Sea, Vương quốc Anh"
105,"Tel Aviv, Israel"
106,"Dublin, Ireland"
107,Na Uy
108,New Zealand
109,"Southampton, Vương quốc Anh"
110,"Calgary, Canada"
111,"Brussels, Bỉ"
112,"Nadi, Fiji"
113,"Wellington, New Zealand"
114,"Worcester, Vương quốc Anh"
115,"Ottawa, Canada"
116,"Pleiku, Việt Nam"
117,"Phú Thọ, Việt Nam"
118,"Long Xuyên, Việt Nam"
119,"Stotfold, Vương quốc Anh"
120,"Melton, Úc"
121,"Welwyn Garden City, Vương quốc Anh"
122,"Yuzhno-Sakhalinsk, Nga"
123,"Scarborough, Canada"
124,"Đài Trung, Đài Loan"
125,"Wallasey, Vương quốc Anh"
126,"Ashtead, Vương quốc Anh"
127,"Market Harborough, Vương quốc Anh"
128,"Bến Tre, Việt Nam"
129,"Ile-de-France, Pháp"
130,"Bangalore, Ấn Độ"
131,"Centralia, Washington"
132,"Newcastle upon Tyne, Vương quốc Anh"
133,"Blackpool, Vương quốc Anh"
134,"Ahmedabad, Ấn Độ"
135,"Gothenburg, Thụy Điển"
136,"Bristol, Vương quốc Anh"
137,"Norwich, Vương quốc Anh"
138,"Sherburn in Elmet, Vương quốc Anh"
139,"Swindon, Vương quốc Anh"
140,"Vancouver, Canada"
141,"Uppsala, Thụy Điển"
142,Úc
143,"Berlin, Đức"
144,"Zürich, Thụy Sỹ"
145,"Sidcup, Vương quốc Anh"
146,"Bratislava, Slovakia"
147,"Leatherhead, Vương quốc Anh"
148,"Rochdale, Vương quốc Anh"
149,"Skudai, Malaysia"
150,"Westbury, Vương quốc Anh"
151,"Seminyak, Indonesia"
152,"Hastings, Vương quốc Anh"
153,"Romanshorn, Thụy Sỹ"
154,"England, Vương quốc Anh"
155,"Barnard Castle, Vương quốc Anh"
156,"Thame, Vương quốc Anh"
157,"Whitley Bay, Vương quốc Anh"
158,Port Louis
159,"Chiang Mai, Thái Lan"
160,"Espoo, Phần Lan"
161,"Willoughby, Úc"
162,"Hollywood, Florida"
163,"Cochrane, Canada"
164,"Kolkata (Calcutta), Ấn Độ"
165,"Jaipur District, Ấn Độ"
166,"Nusa Dua, Indonesia"
167,"Tweed Heads, Úc"
168,"Haarlem, Hà Lan"
169,"Wollongong, Úc"
170,"Reno, Nevada"
171,"Saint Thomas, Canada"
172,"Barking, Vương quốc Anh"
173,"Huddersfield, Vương quốc Anh"
174,"Beerwah, Úc"
175,"Wangaratta, Úc"
176,"Stockholm, Thụy Điển"
177,"Stonehaven, Vương quốc Anh"
178,"Aurora, Canada"
179,"Fort Worth, Texas"
180,"Shifnal, Vương quốc Anh"
181,"Ely, Vương quốc Anh"
182,"Loule, Bồ Đào Nha"
183,"Novi Sad, Serbia"
184,"Jakarta, Indonesia"
185,"Fayetteville, Bắc Carolina"
186,"Geneva, Thụy Sỹ"
187,"Omaha, Nebraska"
188,"Toronto, Canada"
189,"High Wycombe, Úc"
190,"Sausalito, California"
191,"Hyderabad, Ấn Độ"
192,"Miami, Florida"
193,"Karachi, Pakistan"
194,"Borough Green, Vương quốc Anh"
195,"Leicestershire, Vương quốc Anh"
196,"Haifa, Israel"
197,"Bali, Indonesia"
198,"Antibes, Pháp"
199,"Antwerp, Bỉ"
200,"Perth, Úc"
201,"Copenhagen, Đan Mạch"
202,"Darwin, Úc"
203,"Bedworth, Vương quốc Anh"
204,Malaysia
205,"Mount Isa, Úc"
206,"Greenwood Village, Colorado"
207,"Montreal, Canada"
208,"Brighton, Vương quốc Anh"
209,"Petaling Jaya, Malaysia"
210,"Biên Hòa, Việt Nam"
211,"Burradoo, Úc"
212,"Moama, Úc"
213,"Johor Bahru, Malaysia"
214,"Chicago, Illinois"
215,"Colombo, Sri Lanka"
216,"Camarillo, California"
217,"Milford on Sea, Vương quốc Anh"
218,"Limassol City, Síp"
219,"Lisbon, Bồ Đào Nha"
220,"Murrumba Downs, Úc"
221,"Larnaca, Síp"
222,"Harpenden, Vương quốc Anh"
223,"Selangor, Malaysia"
224,"Sheffield, Vương quốc Anh"
225,"Taiping, Malaysia"
226,"Liverpool, Vương quốc Anh"
227,"San Pedro, Philippines"
228,"Bangor, Vương quốc Anh"
229,"Tokyo, Nhật Bản"
230,"Fernandina Beach, Florida"
231,"Luzon, Philippines"
232,"Tonbridge, Vương quốc Anh"
233,"Seattle, Washington"
234,Vương quốc Anh
235,"Havant, Vương quốc Anh"
236,"Leeds, Vương quốc Anh"
237,"Tỉnh Bà Rịa-Vũng Tàu, Việt Nam"
238,"Palmerston North, New Zealand"
239,"Wanaka, New Zealand"
240,"Kent, Vương quốc Anh"
241,"Rotterdam, Hà Lan"
242,"Dallas, Texas"
243,"Houston, Texas"
244,"Hemel Hempstead, Vương quốc Anh"
245,"Aubervilliers, Pháp"
246,"Falkirk, Vương quốc Anh"
247,"Lancashire, Vương quốc Anh"
248,"Poole, Vương quốc Anh"
249,"Mississauga, Canada"
250,"Maitland, Úc"
251,"Paris, Pháp"
252,"Jodhpur, Ấn Độ"
253,"Harlow, Vương quốc Anh"
254,"Whickham, Vương quốc Anh"
255,"Darlington, Vương quốc Anh"
256,"Kuching, Malaysia"
257,Bangladesh
258,"Garden Grove, California"
259,"Chandigarh, Ấn Độ"
260,"Brough, Vương quốc Anh"
261,"Rhos-on-Sea, Vương quốc Anh"
262,"Karnei Shomron, Lãnh thổ Palestine"
263,"Shiraz, Iran"
264,"Tallinn, Estonia"
265,"Thượng Hải, Trung Quốc"
266,"Izmir, Thổ Nhĩ Kỳ"
267,"Stanmore, Vương quốc Anh"
268,"Johannesburg, Nam Phi"
269,"Barcelona, Tây Ban Nha"
270,"Chennai (Madras), Ấn Độ"
271,"Bunbury, Úc"
272,Singapore
273,"Dhahran, Ả Rập Xê Út"
274,"Castillejos, Philippines"
275,"Aldershot, Vương quốc Anh"
276,"Goa, Ấn Độ"
277,"Denpasar, Indonesia"
278,"Budapest, Hungary"
279,"Côn Sơn, Việt Nam"
280,"San Antonio, Texas"
281,Slovenia
282,"Milwaukee, Wisconsin"
283,"Trondheim, Na Uy"
284,"Ennis, Ireland"
285,"Pattaya, Thái Lan"
286,"Batu Ferringhi, Malaysia"
287,"Bridgwater, Vương quốc Anh"
288,"Cornwall, Vương quốc Anh"
289,"Nottingham, Vương quốc Anh"
290,"Bhubaneswar, Ấn Độ"
291,"San Leandro, California"
292,"Trung tâm Cape Town, Nam Phi"
293,"West Yorkshire, Vương quốc Anh"
294,"Westminster, Colorado"
295,"Mainz, Đức"
296,"Ruesselsheim, Đức"
297,"Satellite Beach, Florida"
298,"Surat, Ấn Độ"
299,"Frenchs Forest, Úc"
300,"Đài Bắc, Đài Loan"
301,"Stoneham, Massachusetts"
302,"Warrnambool, Úc"
303,"Hamilton, Canada"
304,"Groningen, Hà Lan"
305,"Lisburn, Vương quốc Anh"
306,"Sandy, Utah"
307,"Hernando Beach, Florida"
308,"Warsaw, Ba Lan"
309,"Kefar Sava, Israel"
310,"Philadelphia, Pennsylvania:"
311,"Cologne, Đức"
312,"Kitakyushu, Nhật Bản"
313,"Middlesbrough, Vương quốc Anh"
314,"Amersham, Vương quốc Anh"
315,"The Hague, Hà Lan"
316,"Hassleholm, Thụy Điển"
317,"New Plymouth, New Zealand"
318,"Greater Perth, Úc"
319,"Palmerston, Úc"
320,"Portsmouth, Vương quốc Anh"
321,"Ashbourne, Vương quốc Anh"
322,"Malvern, Úc"
323,"Kigali, Rwanda"
324,"Albury, Úc"
325,"Kissimmee, Florida"
326,"Brighton and Hove, Vương quốc Anh"
327,"Hummelstown, Pennsylvania:"
328,"Portland, Oregon"
329,"Manila, Philippines"
330,"Redding, California"
331,"Valencia, Tây Ban Nha"
332,"Sittard, Hà Lan"
333,"Rushden, Vương quốc Anh"
334,"Mobberley, Vương quốc Anh"
335,"Hartlepool, Vương quốc Anh"
336,"Dubai, Các Tiểu vương quốc Ả Rập Thống nhất"
337,"Almere, Hà Lan"
338,"Waxhaw, Bắc Carolina"
339,"Western Ireland, Ireland"
340,"Hertfordshire, Vương quốc Anh"
341,"Gurgaon District, Ấn Độ"
342,"Basel, Thụy Sỹ"
343,"New Haven, Connecticut"
344,"Lincoln, Nebraska"
345,"Canberra, Úc"
346,"Bath, Vương quốc Anh"
347,"Markham, Canada"
348,"Sarawak, Malaysia"
349,"Helsinki, Phần Lan"
350,"Guildford, Vương quốc Anh"
351,"Glenbrook, Úc"
352,"Whangarei, New Zealand"
353,"Galway, Ireland"
354,"Elizabethtown, Pennsylvania:"
355,"Meadow Heights, Úc"
356,"Essex, Vương quốc Anh"
357,Nhật Bản
358,"Dorking, Vương quốc Anh"
359,"Erina, Úc"
360,"Geelong, Úc"
361,"Timaru, New Zealand"
362,Ireland
363,"Dungarvan, Ireland"
364,"Cary, Bắc Carolina"
365,"Bandung, Indonesia"
366,"Sylvania Waters, Úc"
367,"Surigao City, Philippines"
368,"Mumbai (Bombay), Ấn Độ"
369,"Mandaluyong, Philippines"
370,"Newcastle, Úc"
371,"Pacific Grove, California"
372,"Costa Mesa, California"
373,Hoa Kỳ
374,"Torokbalint, Hungary"
375,"Maidstone, Vương quốc Anh"
376,"Nelson, New Zealand"
377,"Sapporo, Nhật Bản"
378,"Turin, Ý"
379,"St. Pete Beach, Florida"
380,"Honolulu, Hawaii"
381,"Bridgetown, Barbados"
382,"American Canyon, California"
383,"Đồng Hới, Việt Nam"
384,"Regina, Canada"
385,"East London, Nam Phi"
386,"Rome, Ý"
387,"Phan Rang-Tháp Chàm, Việt Nam"
388,"San Diego, California"
389,"Buenos Aires, Argentina"
390,"Alexandria Governorate, Ai Cập"
391,"Townsville, Úc"
392,Bỉ
393,"Lombok, Indonesia"
394,"Breda, Hà Lan"
395,"Winter Garden, Florida"
396,"Blacksmiths, Úc"
397,"Georgetown, Malaysia"
398,"Delray Beach, Florida"
399,"Mount Vernon, Texas"
400,"Whanganui, New Zealand"
401,"Boracay, Philippines"
402,"Texarkana, Texas"
403,"Oxfordshire, Vương quốc Anh"
404,"Colorado Springs, Colorado"
405,"Potchefstroom, Nam Phi"
406,"Vuorela, Phần Lan"
407,"Stuart, Florida"
408,"Kansas City, Missouri"
409,"Birmingham, Vương quốc Anh"
410,"Freiburg im Breisgau, Đức"
411,"Orem, Utah"
412,"Princeton, New Jersey"
413,"Krakow, Ba Lan"
414,"Calangute, Ấn Độ"
415,"Hastings, New Zealand"
416,"Bekasi, Indonesia"
417,"Karnataka, Ấn Độ"
418,Thế giới
419,"Kyrenia, Síp"
420,"Bradford, Vương quốc Anh"
421,"Paimio, Phần Lan"
422,"Harpswell, Maine"
423,"Chepstow, Vương quốc Anh"
424,"Mazarron, Tây Ban Nha"
425,"Wels, Áo"
426,"Durban, Nam Phi"
427,"Amsterdam, Hà Lan"
428,"Lismore, Úc"
429,"Cleveland, Ohio"
430,"Athy, Ireland"
431,"Detroit, Michigan"
432,"Đảo Mactan, Philippines"
433,"Yogyakarta, Indonesia"
434,"Palo Alto, California"
435,"Tỉnh Đăk Nông, Việt Nam"
436,Châu Á
437,"Kochi (Cochin), Ấn Độ"
438,"Bolton, Vương quốc Anh"
439,"Wenzhou, Trung Quốc"
440,"Panjim, Ấn Độ"
441,"Escanaba, Michigan"
442,"Peterborough, Vương quốc Anh"
443,"Hà Tiên, Việt Nam"
444,"Amber, Oklahoma"
445,"Blaxland, Úc"
446,"Nairobi, Kenya"
447,"Secunderabad, Ấn Độ"
448,"Scottish Highlands, Vương quốc Anh"
449,"Hengelo, Hà Lan"
450,"Quận Brunei-Muara, Brunei Darussalam"
451,"Santa Cruz, California"
452,"Blackburn, Vương quốc Anh"
453,"Lyon, Pháp"
454,"Lower Gwynedd, Pennsylvania:"
455,Little Cayman
456,"Indianapolis, Indiana"
457,"Almaty, Kazakhstan"
458,"Sherborne, Vương quốc Anh"
459,"Madison, Wisconsin"
460,"Kirchheim bei Munich, Đức"
461,"Jalandhar, Ấn Độ"
462,"Auvergne-Rhône-Alpes, Pháp"
463,"Burleigh Heads, Úc"
464,"Brookfield, Wisconsin"
465,"North Salt Lake, Utah"
466,"Kota Kinabalu, Malaysia"
467,"Tadoussac, Canada"
468,"Gran Canaria, Tây Ban Nha"
469,Florida
470,"Naperville, Illinois"
471,"Boynton Beach, Florida"
472,"Lappeenranta, Phần Lan"
473,Philippines
474,"Wakefield, Vương quốc Anh"
475,"New South Wales, Úc"
476,"St. Gallen, Thụy Sỹ"
477,"Ettalong Beach, Úc"
478,"Greenville, Nam Carolina"
479,New York
480,Canada
481,"Cavite Province, Philippines"
482,"Usakos, Namibia"
483,"New Castle, Delaware"
484,"Swansea County, Vương quốc Anh"
485,"West Sussex, Vương quốc Anh"
486,"Masterton, New Zealand"
487,"Alhama de Granada, Tây Ban Nha"
488,"Sturminster Newton, Vương quốc Anh"
489,"Cambridge, Vương quốc Anh"
490,"Chester, Vương quốc Anh"
491,"Aarau, Thụy Sỹ"
492,"Taguig City, Philippines"
493,"Ayutthaya, Thái Lan"
494,"Sugar Land, Texas"
495,"Cluj-Napoca, Romania"
496,"Millom, Vương quốc Anh"
497,"Greater Melbourne, Úc"
498,"Tây Ninh, Việt Nam"
499,"Esher, Vương quốc Anh"
500,"Madhubani, Ấn Độ"
501,"Haberfield, Úc"
502,"Bãi biển Miami, Florida"
503,"Christchurch, New Zealand"
504,"Vùng Auckland, New Zealand"
505,"McLean, Virginia"
506,"Germantown, Maryland"
507,Israel
508,"Nam Kinh, Trung Quốc"
509,"Kingston upon Thames, Vương quốc Anh"
510,"Medina, Ả Rập Xê Út"
511,"Alcudia, Tây Ban Nha"
512,"Merida, Mexico"
513,"Charlotte, Bắc Carolina"
514,"Quận Tokyo, Nhật Bản"
515,"Tỉnh Thái Nguyên, Việt Nam"
516,"Sóc Trăng, Việt Nam"
517,"Vịnh Hạ Long, Việt Nam"
518,"Nashville, Tennessee"
519,"Columbia, Maryland"
520,"Yangon (Rangoon), Myanmar"
521,"Friendswood, Texas"
522,"Salisbury, Vương quốc Anh"
523,"Cheney, Washington"
524,"Southern Highlands, Úc"
525,"Lake Tarawera, New Zealand"
526,"Provincetown, Massachusetts"
527,"Pleasanton, California"
528,"South Newton, Vương quốc Anh"
529,"Beaufort, Nam Carolina"
530,"Beechworth, Úc"
531,"Louisville, Kentucky"
532,"Albuquerque, New Mexico"
533,"Aston Clinton, Vương quốc Anh"
534,"Delta, Canada"
535,"Invercargill, New Zealand"
536,"Aylesbury, Vương quốc Anh"
537,"Palawan, Philippines"
538,"Cluj County, Romania"
539,"Evanston, Illinois"
540,"Brompton, Vương quốc Anh"
541,"Lincoln, Vương quốc Anh"
542,"Lang Lang, Úc"
543,"Frederick, Colorado"
544,"New Forest National Park Hampshire, Vương quốc Anh"
545,"Surrey, Canada"
546,"Düsseldorf, Đức"
547,"Hung Yen, Việt Nam"
548,"Tỉnh Quảng Bình, Việt Nam"
549,"St. Petersburg, Nga"
550,"Danbury, Vương quốc Anh"
551,Châu Âu
552,"Capel Sound, Úc"
553,"North Houston, Texas"
554,"Camiguin, Philippines"
555,"Brooklyn, New York"
556,"Hampstead, New Hampshire"
557,"Montgomery, Alabama"
558,"Alajuela, Costa Rica"
559,"Tauranga, New Zealand"
560,"Wattala, Sri Lanka"
561,"Whitestone, New York"
562,"Millbrae, California"
563,"Tỉnh Thanh Hóa, Việt Nam"
564,"Tỉnh Đồng Nai, Việt Nam"
565,"San Miguel de Allende, Mexico"
566,"Bribie Island, Úc"
567,"Bishops Stortford, Vương quốc Anh"
568,"Hobart, Úc"
569,"Saint Augustine Beach, Florida"
570,"Busan, Hàn Quốc"
571,"Kyoto, Nhật Bản"
572,"Nam Úc, Úc"
573,"Pyeongtaek, Hàn Quốc"
574,"Sunbury, Úc"
575,Indonesia
576,"Dunedin, New Zealand"
577,"Pacific Coast Australia, Úc"
578,"Corowa, Úc"
579,"New Delhi, Ấn Độ"
580,"Columbia, Missouri"
581,"Umhlali, Nam Phi"
582,"Tampa, Florida"
583,Thụy Điển
584,"Paiporta, Tây Ban Nha"
585,"Hải Dương, Việt Nam"
586,"Vũ Hán, Trung Quốc"
587,Campuchia
588,"Seoul, Hàn Quốc"
589,"Charleston, Nam Carolina"
590,"Bu Quwah, Bahrain"
591,"Lillehammer, Na Uy"
592,"Sofia, Bulgaria"
593,"Sarajevo, Bosnia và Herzegovina"
594,"Phoenix, Arizona"
595,"Vịnh Hervey, Úc"
596,"Deeside, Vương quốc Anh"
597,"Canning Vale, Úc"
598,"Surabaya, Indonesia"
599,"Vrindavan, Ấn Độ"
600,"Royal Tunbridge Wells, Vương quốc Anh"
601,"Bãi biển Newport, California"
602,"Batemans Bay, Úc"
603,"Cairns District, Úc"
604,"Greater Noida, Ấn Độ"
605,"Ao Nang, Thái Lan"
606,"Mystic, Connecticut"
607,"Shellharbour, Úc"
608,"Tallman, New York"
609,"East Los Angeles, California"
610,"Nacton, Vương quốc Anh"
611,"Shrewsbury, Vương quốc Anh"
612,"Miền Trung Auckland, New Zealand"
613,"Istanbul, Thổ Nhĩ Kỳ"
614,"Oegstgeest, Hà Lan"
615,"Abu Dhabi, Các Tiểu vương quốc Ả Rập Thống nhất"
616,"Vienna, Áo"
617,"Dana Point, California"
618,"Onchan, Vương quốc Anh"
619,"Longden-upon-Tern, Vương quốc Anh"
620,"Adelaide Hills, Úc"
621,"Shah Alam, Malaysia"
622,"Russian River Valley, California"
623,"Pasay, Philippines"
624,"Buckeye, Arizona"
625,"Khu thủ đô nước Úc, Úc"
626,"DeKalb, Illinois"
627,"Cranebrook, Úc"
628,Texas
629,"Kilcoole, Ireland"
630,"Cái Bè, Việt Nam"
631,"Orlando, Florida"
632,"Tulsa, Oklahoma"
633,"Melaka, Malaysia"
634,"Nam Đầu, Đài Loan"
635,"Doetinchem, Hà Lan"
636,"Center, Texas"
637,"Sao Luiz Gonzaga, RS"
638,"Napier, New Zealand"
639,"Aurora, Colorado"
640,"Fleet, Vương quốc Anh"
641,"Bellingham, Washington"
642,"Sir Lowry's Pass, Nam Phi"
643,"Bãi biển Virginia, Virginia"
644,"St. Petersburg, Florida"
645,"North Fort Myers, Florida"
646,"Leland, Bắc Carolina"
647,"Clemson, Nam Carolina"
648,"Dumaguete City, Philippines"
649,"Alhambra, Illinois"
650,"Santa Rosa, Philippines"
651,"Stockport, Vương quốc Anh"
652,Các Tiểu vương quốc Ả Rập Thống nhất
653,"Telukdalam, Indonesia"
654,"Bay of Plenty Region, New Zealand"
655,"Beaumont, Texas"
656,"Prenton, Vương quốc Anh"
657,"Rainham, Vương quốc Anh"
658,"White Bear Lake, Minnesota"
659,"Great Malvern, Vương quốc Anh"
660,"Bedford, Vương quốc Anh"
661,"Rutherglen, Úc"
662,"Edmonton, Canada"
663,"Surrey, Vương quốc Anh"
664,"Middletown, Maryland"
665,"Milton Keynes, Vương quốc Anh"
666,"Welton, Vương quốc Anh"
667,"Tiverton, Vương quốc Anh"
668,"Nelson-Tasman Region, New Zealand"
669,"Leicester, Vương quốc Anh"
670,"Tallygaroopna, Úc"
671,"Dumfries, Vương quốc Anh"
672,"Evergem, Bỉ"
673,"Fullerton, California"
674,"Bicester, Vương quốc Anh"
675,"Cartagena, Colombia"
676,"Oxford, Vương quốc Anh"
677,"Porirua, New Zealand"
678,"Las Vegas, Nevada"
679,"Emerald Beach, Úc"
680,"St. Albans, Vương quốc Anh"
681,"Chandler’s Ford, Vương quốc Anh"
682,"Toender, Đan Mạch"
683,"Stanford-Le-Hope, Vương quốc Anh"
684,"Kerikeri, New Zealand"
685,"Sao Paulo, SP"
686,"Hattiesburg, Mississippi"
687,"Sedgwick, Úc"
688,"Leonessa, Ý"
689,"Point Lonsdale, Úc"
690,"Haworth, Vương quốc Anh"
691,"Hitchin, Vương quốc Anh"
692,"Blue Mountains, Úc"
693,"Anchorage, Alaska"
694,"Thủ Dầu Một, Việt Nam"
695,"Table View, Nam Phi"
696,"Tilburg, Hà Lan"
697,"Puchong, Malaysia"
698,"Rawang, Malaysia"
699,"Bentleigh, Úc"
700,"Ludhiana, Ấn Độ"
701,"Fort Wayne, Indiana"
702,"North Yorkshire, Vương quốc Anh"
703,"Austin, Texas"
704,"Tissamaharama, Sri Lanka"
705,"Sastamala, Phần Lan"
706,"Hoppers Crossing, Úc"
707,"Doncaster, Vương quốc Anh"
708,"Tangerang, Indonesia"
709,"Makati, Philippines"
710,"Altona, Úc"
711,"Halifax, Canada"
712,"Eastbourne, Vương quốc Anh"
713,"Seongnam, Hàn Quốc"
714,"America, Hà Lan"
715,"Tỉnh Cà Mau, Việt Nam"
716,"Miền trung Florida, Florida"
717,"Chelmsford, Vương quốc Anh"
718,"Peyia, Síp"
719,"Gloucestershire, Vương quốc Anh"
720,"New Windsor, New York"
721,"Freedom, Pennsylvania:"
722,"Salalah, Oman"
723,"County Dublin, Ireland"
724,"Templestowe Lower, Úc"
725,"Regba, Israel"
726,"Hockley, Vương quốc Anh"
727,"Canterbury, Úc"
728,"Scarborough, Úc"
729,"Mooloolaba, Úc"
730,Brunei Darussalam
731,Kansas
732,"Western Cape, Nam Phi"
733,"Workington, Vương quốc Anh"
734,"New York Mills, Minnesota"
735,"Cebu City, Philippines"
736,"Incheon, Hàn Quốc"
737,"Aberdeen, Vương quốc Anh"
738,"Bắc Kinh, Trung Quốc"
739,"Chatham, Vương quốc Anh"
740,"Uwchland, Pennsylvania:"
741,"Siem Reap, Campuchia"
742,"Cheltenham, Vương quốc Anh"
743,"Munich, Đức"
744,"Arlington, Texas"
745,"Everett, Washington"
746,"Volos, Hy Lạp"
747,"Varna, Bulgaria"
748,"Maple Valley, Washington"
749,"Isla Mamey, Panama"
750,"Ararat, Úc"
751,"Lucan, Ireland"
752,"Melville, New York"
753,"Windham, New York"
754,"Anaheim, California"
755,"Saint Louis, Missouri"
756,"Bãi biển Airlie, Úc"
757,"Mersea Island, Vương quốc Anh"
758,"Franklin, Tennessee"
759,"Warwick, Vương quốc Anh"
760,"Westport, Connecticut"
761,"Dundee, Vương quốc Anh"
762,"Sorrento, Ý"
763,"Roermond, Hà Lan"
764,"Coogee, Úc"
765,"Chadds Ford, Pennsylvania:"
766,"Seddon, Úc"
767,"Locarno, Thụy Sỹ"
768,"Waterloo, Canada"
769,"Fosses, Pháp"
770,Arizona
771,"Reading, Vương quốc Anh"
772,"Geraldine, New Zealand"
773,"Marktredwitz, Đức"
774,"Mobile, Alabama"
775,"Cape Town, Nam Phi"
776,"Durbanville, Nam Phi"
777,"Koh Phangan, Thái Lan"
778,"Santa Monica, California"
779,"Panglao, Philippines"
780,"Alexandria, Virginia"
781,"Tuy Hòa, Việt Nam"
782,Cộng hòa Dominica
783,"Vijayawada, Ấn Độ"
784,"Murwillumbah, Úc"
785,"Macon, Georgia"
786,"San Jose, California"
787,"Minato, Nhật Bản"
788,"Kelso, Vương quốc Anh"
789,"The Ponds, Úc"
790,"Port of Spain, Trinidad"
791,"Wrea Green, Vương quốc Anh"
792,"Toulouse, Pháp"
793,"Thành phố Salt Lake, Utah"
794,"Tacoma, Washington"
795,"Savannah, Georgia"
796,"Plano, Texas"
797,"Stuttgart, Đức"
798,"El Centro, California"
799,"Port Angeles, Washington"
800,"Hồ Tràm, Việt Nam"
801,"Yishun, Singapore"
802,"Ulverston, Vương quốc Anh"
803,"Koh Tao, Thái Lan"
804,Đức
805,"Fresno, California"
806,"Cancun, Mexico"
807,"Ocean Grove, Úc"
808,"Wellington, Úc"
809,"Bronderslev, Đan Mạch"
810,"Aldgate, Úc"
811,"Nagoya, Nhật Bản"
812,"Coral Springs, Florida"
813,"Hong Ngu, Việt Nam"
814,"Tân An, Việt Nam"
815,"Tỉnh Bình Định, Việt Nam"
816,"Goldau, Thụy Sỹ"
817,"Lucerne, Thụy Sỹ"
818,"Sihanoukville, Campuchia"
819,"Wroclaw, Ba Lan"
820,"Harrachov, Cộng hòa Séc"
821,"Thành phố Mexico, Mexico"
822,"K'gari (Fraser Island), Úc"
823,Nga
824,"Hod Hasharon, Israel"
825,"Mori-machi, Nhật Bản"
826,"Emmen, Hà Lan"
827,"Phillip Island, Úc"
828,"Bình Đông, Đài Loan"
829,"Orchard Road, Singapore"
830,"Rockford, Michigan"
831,"Footscray, Úc"
832,"Woking, Vương quốc Anh"
