id,name,description,url,openingHours,duration,price,address,avgRating,numReviews,numReviews_5,numReviews_4,numReviews_3,numReviews_2,numReviews_1,latitude,longitude
2475475,Sai Gon Square,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2475475-Reviews-Sai_Gon_Square-Ho_Chi_Minh_City.html,Mo-Su 09:00-21:00,,,"65 Lê Lợi, Phường Sài Gòn, Thành phố Hồ Chí Minh",3.7,969,219,421,226,53,50,10.772774,106.70025
15292553,Vegas E-gaming Club,"Chào mừng bạn đến với Câu lạc bộ Vegas, nơi những tưởng tượng chơi game của bạn trở thành hiện thực. Tọa lạc tại trung tâm Thành phố Hồ Chí Minh tại Khách sạn Caravelle, Vegas Club cung cấp một loạt các lựa chọn sòng bạc và trò chơi điện tử tuyệt vời, bao gồm các trò chơi phổ biến như Slots, Roulette, Baccarat. Đắm mình trong khung cảnh sôi động và tinh tế, nơi dịch vụ chuyên nghiệp được cung cấp 24/7. Với vô số giải độc đắc bí ẩn và hứa hẹn về một hành trình chơi game tuyệt vời được thiết kế để vượt qua sự mong đợi, Vegas Club đặt mục tiêu biến mọi khoảnh khắc chơi game trở nên phi thường. Thông báo quan trọng: Hộ chiếu gốc phải được xuất trình tại lối vào câu lạc bộ để bắt buộc nhận phòng.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d15292553-Reviews-Vegas_E_gaming_Club-Ho_Chi_Minh_City.html,Mo-Su 00:00-23:59,Hơn 3 giờ,,"Caravelle Signature, HC, Thành phố Hồ Chí Minh",4.9,320,313,1,2,0,4,10.776364,106.703606
8290115,Phố đi bộ Nguyễn Huệ,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8290115-Reviews-Nguyen_Hue_Street-Ho_Chi_Minh_City.html,,,,"115 Nguyễn Huệ, Thành phố Hồ Chí Minh",4.2,1669,653,710,253,38,15,10.773822,106.70365
317896,Nhà thờ Đức Bà Sài Gòn,Nơi này tạm thời bị đóng cửa. Nhà thờ do Pháp xây dựng này nằm trên Quảng trường Paris tuyệt đẹp ở trung tâm Thành phố Hồ Chí Minh.,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d317896-Reviews-Notre_Dame_Cathedral_of_Saigon-Ho_Chi_Minh_City.html,"['Mo-Sa 08:00-11:00', 'Mo-Sa 14:00-16:00']",Dưới 1 giờ,,"1 Công trường Công xã Paris, Phường Sài Gòn, Thành phố Hồ Chí Minh",3.7,8594,2018,3134,2809,505,128,10.779801,106.69902
454974,Nhà hát Thành Phố Hồ Chí Minh,"Được xây dựng vào năm 1898 theo phong cách “rực rỡ” của Cộng hòa thứ 3 của Pháp, Nhà hát Lớn Sài Gòn đã được chứng nhận Di tích Quốc gia & là một trong những điểm tham quan hàng đầu của Thành phố Hồ Chí Minh. Nhà hát lớn tổ chức các buổi biểu diễn giải trí văn hóa, xiếc tre, múa đương đại, buổi hòa nhạc của dàn nhạc và các sự kiện của chính phủ. Hãy đến cổng trước để kiểm tra tình trạng chỗ trống và đặt vé xem buổi biểu diễn trong tòa nhà mang tính biểu tượng này.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d454974-Reviews-Saigon_Opera_House_Ho_Chi_Minh_Municipal_Theater-Ho_Chi_Minh_City.html,"['Mo-Fr 09:00-16:30', 'Sa-Su 09:00-11:30']",1-2 giờ,,"7 Công trường Lam Sơn, Phường Sài Gòn, Thành phố Hồ Chí Minh",4.2,4158,1848,1574,653,66,17,10.776506,106.7031
1489190,Nhà Hát Múa Rối Nước Rồng Vàng,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d1489190-Reviews-Golden_Dragon_Water_Puppet_Theater-Ho_Chi_Minh_City.html,,,,"55B Đường Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",4.2,1689,720,646,229,52,42,10.776253,106.69255
317893,Quảng trường Hồ Chí Minh,"Khu vực lịch sử này giáp với Tòa thị chính, Khách sạn Rex xinh đẹp và nhiều nhà hàng Pháp và Việt Nam.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d317893-Reviews-Ho_Chi_Minh_Square_Qu_ng_tru_ng_H_Chi_Minh-Ho_Chi_Minh_City.html,,,,"8 Đường An Dương Vương, Thành phố Hồ Chí Minh",4.2,3389,1248,1544,512,58,27,18.670528,105.69038
4552853,Saigon Centre,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d4552853-Reviews-Saigon_Centre-Ho_Chi_Minh_City.html,"['Mo-Th 09:30-21:30', 'Fr-Su 09:30-22:00']",,,"65 Lê Lợi, Phường Sài Gòn, Thành phố Hồ Chí Minh",4.0,320,103,139,61,6,11,10.773385,106.700516
1929610,Bảo Tàng Y Học Cổ Truyền Việt Nam,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d1929610-Reviews-FITO_Museum-Ho_Chi_Minh_City.html,Mo-Su 08:30-17:00,,,"41 Hoàng Dư Khương, Phường Hòa Hưng, Thành phố Hồ Chí Minh",4.4,848,493,260,65,19,11,10.776201,106.6719
10836601,Đường Sách Nguyễn Văn Bình,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d10836601-Reviews-Ho_Chi_Minh_City_s_Book_Street-Ho_Chi_Minh_City.html,,,,"1 Công trường Công xã Paris, Phường Sài Gòn, Thành phố Hồ Chí Minh",4.2,597,260,231,93,11,2,10.779945,106.69918
455387,Ho Chi Minh City Museum of Fine Arts,"Bảo tàng Mỹ thuật là một ngôi nhà đã được tân trang lại với 16 phòng trưng bày trưng bày các bức tranh, đồ gốm, tác phẩm điêu khắc và thậm chí cả một số vũ khí.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d455387-Reviews-Ho_Chi_Minh_City_Museum_of_Fine_Arts-Ho_Chi_Minh_City.html,Mo-Su 08:00-17:00,,,"97A Đường Phó Đức Chính, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",3.9,1012,302,414,235,43,18,10.769854,106.69931
454975,Bảo Tàng Lịch Sử Việt Nam,Bộ sưu tập kho tàng và hiện vật lịch sử này là một trong số ít bảo tàng Việt Nam có lời giải thích hữu ích bằng tiếng Anh.,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d454975-Reviews-Museum_of_Vietnamese_History-Ho_Chi_Minh_City.html,"['Tu-Su 08:00-11:30', 'Tu-Su 13:00-17:00']",1-2 giờ,,"2 Nguyễn Thị Minh Khai, Phường Sài Gòn, Thành phố Hồ Chí Minh",3.9,953,253,415,235,37,13,10.788075,106.70473
1830324,Vincom Center,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d1830324-Reviews-Vincom_Center-Ho_Chi_Minh_City.html,Mo-Su 09:30-22:00,,,"72 Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",3.7,651,130,254,205,43,19,10.777975,106.70197
2389145,Công viên Suối Tiên,"Chào mừng bạn đến với Công viên chủ đề Văn hóa Suối Tiên - Điểm đến độc đáo tại Thành phố Hồ Chí Minh! Khám phá thế giới văn hóa, giải trí và phiêu lưu tại Công viên văn hóa chủ đề Suối Tiên, một trong những điểm tham quan mang tính biểu tượng nhất của Việt Nam. Trải rộng trên 200 ha, công viên của chúng tôi kết hợp các yếu tố văn hóa truyền thống Việt Nam với các phương tiện giải trí hiện đại để tạo ra trải nghiệm khó quên cho du khách ở mọi lứa tuổi. Điểm nổi bật chính: Địa danh văn hóa: Khám phá những ngôi đền hùng vĩ, tác phẩm điêu khắc sống động và triển lãm tôn vinh lịch sử và văn hóa dân gian phong phú của Việt Nam. Những chuyến đi và điểm tham quan thú vị: Từ tàu lượn siêu tốc ly kỳ đến những chuyến tàu thư giãn, luôn có thứ gì đó dành cho tất cả mọi người. Trải nghiệm tương tác: Thưởng thức câu cá sấu, trị liệu spa chân với Dr. Fish và lễ hội trái cây theo mùa. Thiên đường nước: Hãy khám phá Biển Tiên Đồng, công viên nước rộng lớn của chúng tôi có hồ bơi tạo sóng, đường trượt nước và các hoạt động vui chơi dành cho gia đình. Eco-Farm & Orchards: Trải nghiệm thiên nhiên với những vườn cây ăn trái tươi tốt và tìm hiểu về sự bền vững",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2389145-Reviews-Suoi_Tien_Theme_Park-Ho_Chi_Minh_City.html,Mo-Su 08:00-17:00,Hơn 3 giờ,,"120 Xa lộ Hà Nội, Phường Linh Xuân, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",3.9,562,188,215,88,30,41,10.866121,106.802925
2273335,Chùa Bà Thiên Hậu,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2273335-Reviews-Ba_Thien_Hau_Temple-Ho_Chi_Minh_City.html,,,,"710 Đường Nguyễn Trãi, Phường Chợ Lớn, Thành phố Hồ Chí Minh",4.2,997,396,443,142,13,3,10.753254,106.66117
26805055,La Victoire E-Gaming Club,"Câu lạc bộ La Victoire là một điểm đến giải trí cao cấp và hợp pháp, tọa lạc tại số 3C Tôn Đức Thắng, phường Bến Nghé, Thành phố Hồ Chí Minh. Câu lạc bộ chào đón tất cả khách hàng trên 18 tuổi và khách phải là người nước ngoài hoặc người Việt Nam ở nước ngoài đã nhập cảnh hợp pháp vào Việt Nam bằng hộ chiếu hoặc giấy tờ đi lại quốc tế hợp lệ do cơ quan nước ngoài cấp, và phải có thời hạn cư trú hợp lệ tại Việt Nam. Tất cả các hoạt động diễn ra độc quyền trong khuôn viên câu lạc bộ, và không có hoạt động giải trí trực tuyến nào được tổ chức.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d26805055-Reviews-La_Victoire_E_Gaming_Club-Ho_Chi_Minh_City.html,Mo-Su 00:00-23:59,Hơn 3 giờ,,"3C Tôn Đức Thắng, Phường Sài Gòn, Thành phố Hồ Chí Minh",5.0,139,139,3,0,0,0,10.779875,106.70731
311094,Chùa Ngọc Hoàng (Phước Hải Tự),"Còn được gọi là Chùa Rùa, nơi thờ cúng đầy những bức tượng nhỏ này được nhiều người coi là đẹp nhất Sài Gòn.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d311094-Reviews-Emperor_Jade_Pagoda-Ho_Chi_Minh_City.html,,Dưới 1 giờ,,"74A Mai Thị Lựu, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh",3.8,1204,330,438,306,89,41,10.791995,106.69811
2273343,Phạm Ngũ Lão,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2273343-Reviews-Pham_Ngu_Lao_Street-Ho_Chi_Minh_City.html,,,,"183 Đường, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",3.9,1501,430,590,364,71,46,10.768883,106.69375
11622038,Takashimaya Ho Chi Minh City,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d11622038-Reviews-Takashimaya_Ho_Chi_Minh_City-Ho_Chi_Minh_City.html,"['Mo-Th 09:30-21:30', 'Fr-Su 09:30-22:00']",,,"65 Lê Lợi, Phường Sài Gòn, Thành phố Hồ Chí Minh",4.1,288,101,126,48,3,10,10.773132,106.70061
2414430,Công Viên Tao Đàn,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2414430-Reviews-Tao_Dan_Park-Ho_Chi_Minh_City.html,Mo-Su 00:00-23:59,,,"264A-264B-264C Đường Nguyễn Thị Minh Khai, Phường Xuân Hòa, Thành phố Hồ Chí Minh",4.3,492,211,216,53,8,4,10.77363,106.68944
25169046,Réhahn Gallery,"Phòng trưng bày mỹ thuật Réhahn trưng bày bộ sưu tập đặc biệt của nghệ sĩ gồm các bức ảnh, bản sao và sách trên bàn cà phê bằng kim loại phiên bản giới hạn nguyên bản. Mặc dù các phòng trưng bày thực tế của chúng tôi được đặt tại Sài Gòn và Hội An, nhưng chúng tôi rất vui mừng được mở rộng sự tiện lợi của việc vận chuyển miễn phí tới các nhà sưu tập trên toàn thế giới! Bắt tay vào hành trình trực quan qua lăng kính của Réhahn và khám phá những phong cảnh quyến rũ của Việt Nam, Cuba, Ấn Độ, Malaysia và hơn thế nữa.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25169046-Reviews-Rehahn_Gallery-Ho_Chi_Minh_City.html,Mo-Su 08:30-22:00,Dưới 1 giờ,,"1A Trần Não, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",5.0,122,119,3,0,0,0,10.800939,106.72914
33677575,Metashow Exhibition,"Triển lãm Metashow là triển lãm nghệ thuật và ánh sáng tương tác quy mô lớn đầu tiên tại Việt Nam. Tọa lạc tại thành phố Thủ Đức, Thành phố Hồ Chí Minh, triển lãm có hơn 30 phòng theo chủ đề lấy cảm hứng từ Van Gogh, nghệ thuật kỹ thuật số và các công nghệ tương tác như VR, MR và gian chụp ảnh AI. Một điểm đến không thể bỏ lỡ cho gia đình, du khách trẻ tuổi và những người yêu nghệ thuật.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33677575-Reviews-Metashow_Exhibition-Ho_Chi_Minh_City.html,"['Mo-Fr 10:00-22:00', 'Sa-Su 09:30-22:00']",1-2 giờ,,"10 Đ Mai Chí Thọ, Phường An Khánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",4.9,134,125,8,2,0,0,10.771584,106.721306
18314088,Landmark 81 SkyView,"Landmark 81 SkyView chiếm 3 tầng cao nhất (79 - 80 - 81) của tòa nhà Landmark 81, khu dân cư phức hợp Vinhome Central Park. Tòa tháp tự hào là tòa nhà cao nhất Đông Nam Á được ghi nhận vào năm 2019. Tháp đã trở thành biểu tượng khát vọng của người Việt, là dấu mốc của một kỷ nguyên mới khi người Việt dám ước mơ, dám vươn tới bầu trời và khao khát những thành tựu toàn cầu.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d18314088-Reviews-Landmark_81_SkyView-Ho_Chi_Minh_City.html,Mo-Su 10:00-22:00,1-2 giờ,,"720A Điện Biên Phủ, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh",4.0,116,53,35,14,4,10,10.795222,106.721794
635380,Bình Tây Market,Chợ bán buôn trong nhà nổi tiếng với những món hàng giá rẻ.,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d635380-Reviews-Binh_Tay_Market-Ho_Chi_Minh_City.html,"['Mo-Sa 05:30-19:30', 'Su 05:30-20:00']",,,"57A Đường Tháp Mười, Phường Bình Tây, Thành phố Hồ Chí Minh",3.5,525,97,176,162,50,40,10.749899,106.651
33076194,Cosmo Club,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33076194-Reviews-Cosmo_Club-Ho_Chi_Minh_City.html,Mo-Su 00:00-23:59,,,"Nhà hát Thành phố, HC, Thành phố Hồ Chí Minh",4.9,89,87,0,0,0,2,10.77527,106.70176
7907864,Chua Van Phat - Temple of Ten Thousand Buddhas,,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d7907864-Reviews-Chua_Van_Phat_Temple_of_Ten_Thousand_Buddhas-Ho_Chi_Minh_City.html,Mo-Su 07:00-19:00,,,"14 Đường Nghĩa Thục, Phường An Đông, Thành phố Hồ Chí Minh",4.6,127,82,38,5,1,1,10.75286,106.67535
1178970,Công Viên Nước Đầm Sen,"Chỉ với 1 vé quý khách được vui chơi cả ngày tại Đầm Sen Nước Đến với Công Viên Nước Đầm Sen, các bạn sẽ cảm nhận ngay về một ốc đảo xanh mát tọa lạc ngay giữa lòng thành phố.Với 36 thiết bị trò chơi dưới nước hiện đại cùng một hồ tạo sóng mát lạnh rộng 3000m2. Công viên nước Đầm Sen với không gian hài hòa được kết hợp với những dòng sông đầy lãng mạn làm tan đi những lo lắng buồn phiền đồng thời cũng là nguồn cung cấp năng lượng cho một ngày mới. Hãy hít thật sâu để tận hưởng cái không khí trong lành của một thiên nhiên thơ mộng rồi đắm mình vào sóng biển nhấp nhô hay thả mình bồng bềnh giữa trời mây nước để Dòng Sông Lơ Đãng xoa dịu và xua tan đi những lo lắng muộn phiền trong cuộc sống đầy lo toan. Hãy thử thách 36 thiết bị trò chơi để tận hưởng những cảm giác tuyệt vời của từng trò chơi. Không chỉ mang lại niềm vui cho bạn, các trò chơi còn được xem như là những thử thách. Vượt qua tất cả 36 thử thách của trò chơi, bạn mạnh mẽ hơn khi đối đầu với những thử thách trong cuộc sống",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d1178970-Reviews-Cong_Vien_Nu_c_D_m_Sen-Ho_Chi_Minh_City.html,"['Mo-Sa 08:30-18:00', 'Su 08:00-18:00']",Hơn 3 giờ,,"3 Đường Hòa Bình, Phường Tân Phú, Thành phố Hồ Chí Minh",3.9,725,247,264,124,47,43,10.768984,106.63583
454972,Phố Tàu Sài Gòn (Chợ Lớn Quận 5),"Phần phía tây của thành phố bị chi phối bởi Chợ Lớn (Phố Tàu), một khu định cư đông đúc với các quán trà, chùa và chợ Bình Tây nổi tiếng.",https://www.tripadvisor.com.vn/Attraction_Review-g293925-d454972-Reviews-Ph_Tau_Sai_Gon_Ch_L_n_Qu_n_5-Ho_Chi_Minh_City.html,"['We,Su 09:00-17:00', 'Sa 00:00-23:59', 'Su 18:00-21:00']",1-2 giờ,,"Đường Hồng Bàng, Phường Chợ Lớn, Thành phố Hồ Chí Minh",3.6,751,177,262,198,73,41,10.754313,106.658394
