id,url,name,type,openingHours,description,duration,price,address,region,avgRating,numReviews,numReviews_5,numReviews_4,numReviews_3,numReviews_2,numReviews_1
2475475,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2475475-Reviews-Sai_Gon_Square-Ho_Chi_Minh_City.html,Sai Gon Square,Trung tâm mua sắm,Mo-Su 09:00-21:00,,,,"77-89 Đ. Nam Kỳ Khởi Nghĩa , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,3.7,969,219,421,226,53,50
15292553,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d15292553-Reviews-Vegas_E_gaming_Club-Ho_Chi_Minh_City.html,Vegas E-gaming Club,Sòng bạc • Trung tâm trò chơi & giải trí,Mo-Su 00:00-23:59,"Chào mừng bạn đến với Câu lạc bộ Vegas, nơi những tưởng tượng chơi game của bạn trở thành hiện thực. Tọa lạc tại trung tâm Thành phố Hồ Chí Minh tại Khách sạn Caravelle, Vegas Club cung cấp một loạt các lựa chọn sòng bạc và trò chơi điện tử tuyệt vời, bao gồm các trò chơi phổ biến như Slots, Roulette, Baccarat. Đắm mình trong khung cảnh sôi động và tinh tế, nơi dịch vụ chuyên nghiệp được cung cấp 24/7. Với vô số giải độc đắc bí ẩn và hứa hẹn về một hành trình chơi game tuyệt vời được thiết kế để vượt qua sự mong đợi, Vegas Club đặt mục tiêu biến mọi khoảnh khắc chơi game trở nên phi thường. Thông báo quan trọng: Hộ chiếu gốc phải được xuất trình tại lối vào câu lạc bộ để bắt buộc nhận phòng.",Hơn 3 giờ,,"Tầng 1, 19 Công Trường Lam Sơn Quận 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.9,320,313,1,2,0,4
8290115,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d8290115-Reviews-Nguyen_Hue_Street-Ho_Chi_Minh_City.html,Phố đi bộ Nguyễn Huệ,Điểm thu hút khách tham quan & thắng cảnh,,,,,"Đường Nguyễn Huệ , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,4.2,1669,653,710,253,38,15
317896,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d317896-Reviews-Notre_Dame_Cathedral_of_Saigon-Ho_Chi_Minh_City.html,Nhà thờ Đức Bà Sài Gòn,Nhà thờ & nhà thờ lớn,"['Mo-Sa 08:00-11:00', 'Mo-Sa 14:00-16:00']",Nơi này tạm thời bị đóng cửa. Nhà thờ do Pháp xây dựng này nằm trên Quảng trường Paris tuyệt đẹp ở trung tâm Thành phố Hồ Chí Minh.,Dưới 1 giờ,,"01 Công Trường Công Xã Paris Phường Bến Nghé, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,3.7,8594,2018,3134,2809,505,128
454974,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d454974-Reviews-Saigon_Opera_House_Ho_Chi_Minh_Municipal_Theater-Ho_Chi_Minh_City.html,Nhà hát Thành Phố Hồ Chí Minh,Rạp hát,"['Mo-Fr 09:00-16:30', 'Sa-Su 09:00-11:30']","Được xây dựng vào năm 1898 theo phong cách “rực rỡ” của Cộng hòa thứ 3 của Pháp, Nhà hát Lớn Sài Gòn đã được chứng nhận Di tích Quốc gia & là một trong những điểm tham quan hàng đầu của Thành phố Hồ Chí Minh. Nhà hát lớn tổ chức các buổi biểu diễn giải trí văn hóa, xiếc tre, múa đương đại, buổi hòa nhạc của dàn nhạc và các sự kiện của chính phủ. Hãy đến cổng trước để kiểm tra tình trạng chỗ trống và đặt vé xem buổi biểu diễn trong tòa nhà mang tính biểu tượng này.",1-2 giờ,,"07 Lam Son Square Street District 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.2,4158,1848,1574,653,66,17
1489190,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d1489190-Reviews-Golden_Dragon_Water_Puppet_Theater-Ho_Chi_Minh_City.html,Nhà Hát Múa Rối Nước Rồng Vàng,Rạp hát,,,,,"55B Nguyen Thi Minh Khai Quận 1, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,4.2,1689,720,646,229,52,42
317893,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d317893-Reviews-Ho_Chi_Minh_Square_Qu_ng_tru_ng_H_Chi_Minh-Ho_Chi_Minh_City.html,Quảng trường Hồ Chí Minh,Điểm thu hút khách tham quan & thắng cảnh,,"Khu vực lịch sử này giáp với Tòa thị chính, Khách sạn Rex xinh đẹp và nhiều nhà hàng Pháp và Việt Nam.",,,"Nguyen Hue Walking Street, District 1 , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,4.2,3389,1248,1544,512,58,27
4552853,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d4552853-Reviews-Saigon_Centre-Ho_Chi_Minh_City.html,Saigon Centre,Trung tâm mua sắm,"['Mo-Th 09:30-21:30', 'Fr-Su 09:30-22:00']",,,,"65 Lê Lợi , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,4.0,320,103,139,61,6,11
1929610,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d1929610-Reviews-FITO_Museum-Ho_Chi_Minh_City.html,Bảo Tàng Y Học Cổ Truyền Việt Nam,Viện bảo tàng chuyên ngành,Mo-Su 08:30-17:00,,,,"41 Hoàng Dư Khương Phường 12, Quận 10, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,4.4,848,493,260,65,19,11
10836601,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d10836601-Reviews-Ho_Chi_Minh_City_s_Book_Street-Ho_Chi_Minh_City.html,Đường Sách Nguyễn Văn Bình,Khu lân cận,,,,,"15 Công xã Paris Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,4.2,597,260,231,93,11,2
455387,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d455387-Reviews-Ho_Chi_Minh_City_Museum_of_Fine_Arts-Ho_Chi_Minh_City.html,Ho Chi Minh City Museum of Fine Arts,Viện bảo tàng nghệ thuật,Mo-Su 08:00-17:00,"Bảo tàng Mỹ thuật là một ngôi nhà đã được tân trang lại với 16 phòng trưng bày trưng bày các bức tranh, đồ gốm, tác phẩm điêu khắc và thậm chí cả một số vũ khí.",,,"97a Pho Duc Chinh Nguyen Thai Binh Ward, District 1, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,3.9,1012,302,414,235,43,18
454975,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d454975-Reviews-Museum_of_Vietnamese_History-Ho_Chi_Minh_City.html,Bảo Tàng Lịch Sử Việt Nam,Viện bảo tàng lịch sử,"['Tu-Su 08:00-11:30', 'Tu-Su 13:00-17:00']",Bộ sưu tập kho tàng và hiện vật lịch sử này là một trong số ít bảo tàng Việt Nam có lời giải thích hữu ích bằng tiếng Anh.,1-2 giờ,,"2 Nguyen Binh Khiem Street , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,3.9,953,253,415,235,37,13
1830324,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d1830324-Reviews-Vincom_Center-Ho_Chi_Minh_City.html,Vincom Center,Trung tâm mua sắm,Mo-Su 09:30-22:00,,,,"72 Lê Thánh Tôn Bến Nghé,Quận 1, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,3.7,651,130,254,205,43,19
2389145,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2389145-Reviews-Suoi_Tien_Theme_Park-Ho_Chi_Minh_City.html,Công viên Suối Tiên,Công viên giải trí & công viên chủ đề • Công viên nước,Mo-Su 08:00-17:00,"Chào mừng bạn đến với Công viên chủ đề Văn hóa Suối Tiên - Điểm đến độc đáo tại Thành phố Hồ Chí Minh! Khám phá thế giới văn hóa, giải trí và phiêu lưu tại Công viên văn hóa chủ đề Suối Tiên, một trong những điểm tham quan mang tính biểu tượng nhất của Việt Nam. Trải rộng trên 200 ha, công viên của chúng tôi kết hợp các yếu tố văn hóa truyền thống Việt Nam với các phương tiện giải trí hiện đại để tạo ra trải nghiệm khó quên cho du khách ở mọi lứa tuổi. Điểm nổi bật chính: Địa danh văn hóa: Khám phá những ngôi đền hùng vĩ, tác phẩm điêu khắc sống động và triển lãm tôn vinh lịch sử và văn hóa dân gian phong phú của Việt Nam. Những chuyến đi và điểm tham quan thú vị: Từ tàu lượn siêu tốc ly kỳ đến những chuyến tàu thư giãn, luôn có thứ gì đó dành cho tất cả mọi người. Trải nghiệm tương tác: Thưởng thức câu cá sấu, trị liệu spa chân với Dr. Fish và lễ hội trái cây theo mùa. Thiên đường nước: Hãy khám phá Biển Tiên Đồng, công viên nước rộng lớn của chúng tôi có hồ bơi tạo sóng, đường trượt nước và các hoạt động vui chơi dành cho gia đình. Eco-Farm & Orchards: Trải nghiệm thiên nhiên với những vườn cây ăn trái tươi tốt và tìm hiểu về sự bền vững",Hơn 3 giờ,,"120 Hanoi Highway, Tan Phu Ward, Dist. 9 , Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,3.9,562,188,215,88,30,41
2273335,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2273335-Reviews-Ba_Thien_Hau_Temple-Ho_Chi_Minh_City.html,Chùa Bà Thiên Hậu,Địa điểm tôn giáo,,,,,"710 Nguyen Trai Cho Lon, District 5, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,4.2,997,396,443,142,13,3
26805055,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d26805055-Reviews-La_Victoire_E_Gaming_Club-Ho_Chi_Minh_City.html,La Victoire E-Gaming Club,Sòng bạc,Mo-Su 00:00-23:59,"Câu lạc bộ La Victoire là một điểm đến giải trí cao cấp và hợp pháp, tọa lạc tại số 3C Tôn Đức Thắng, phường Bến Nghé, Thành phố Hồ Chí Minh. Câu lạc bộ chào đón tất cả khách hàng trên 18 tuổi và khách phải là người nước ngoài hoặc người Việt Nam ở nước ngoài đã nhập cảnh hợp pháp vào Việt Nam bằng hộ chiếu hoặc giấy tờ đi lại quốc tế hợp lệ do cơ quan nước ngoài cấp, và phải có thời hạn cư trú hợp lệ tại Việt Nam. Tất cả các hoạt động diễn ra độc quyền trong khuôn viên câu lạc bộ, và không có hoạt động giải trí trực tuyến nào được tổ chức.",Hơn 3 giờ,,"Ton Duc Thang 3c, Thành phố Hồ Chí Minh, 71006",Thành phố Hồ Chí Minh,5.0,139,139,3,0,0,0
311094,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d311094-Reviews-Emperor_Jade_Pagoda-Ho_Chi_Minh_City.html,Chùa Ngọc Hoàng (Phước Hải Tự),Địa điểm tôn giáo,,"Còn được gọi là Chùa Rùa, nơi thờ cúng đầy những bức tượng nhỏ này được nhiều người coi là đẹp nhất Sài Gòn.",Dưới 1 giờ,,"73 Mai Thi Luu , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,3.8,1204,330,438,306,89,41
2273343,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2273343-Reviews-Pham_Ngu_Lao_Street-Ho_Chi_Minh_City.html,Phạm Ngũ Lão,Điểm thu hút khách tham quan & thắng cảnh,,,,,"District 1 , Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,3.9,1501,430,590,364,71,46
11622038,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d11622038-Reviews-Takashimaya_Ho_Chi_Minh_City-Ho_Chi_Minh_City.html,Takashimaya Ho Chi Minh City,Cửa hàng bách hóa • Trung tâm mua sắm,"['Mo-Th 09:30-21:30', 'Fr-Su 09:30-22:00']",,,,"92 - 94 Nam Ky Khoi Nghia Street District 1, Saigon Centre, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.1,288,101,126,48,3,10
2414430,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2414430-Reviews-Tao_Dan_Park-Ho_Chi_Minh_City.html,Công Viên Tao Đàn,Công viên,Mo-Su 00:00-23:59,,,,"Ð Nguyen Thi Minh Khai , Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.3,492,211,216,53,8,4
25169046,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d25169046-Reviews-Rehahn_Gallery-Ho_Chi_Minh_City.html,Réhahn Gallery,Phòng trưng bày nghệ thuật,Mo-Su 08:30-22:00,"Phòng trưng bày mỹ thuật Réhahn trưng bày bộ sưu tập đặc biệt của nghệ sĩ gồm các bức ảnh, bản sao và sách trên bàn cà phê bằng kim loại phiên bản giới hạn nguyên bản. Mặc dù các phòng trưng bày thực tế của chúng tôi được đặt tại Sài Gòn và Hội An, nhưng chúng tôi rất vui mừng được mở rộng sự tiện lợi của việc vận chuyển miễn phí tới các nhà sưu tập trên toàn thế giới! Bắt tay vào hành trình trực quan qua lăng kính của Réhahn và khám phá những phong cảnh quyến rũ của Việt Nam, Cuba, Ấn Độ, Malaysia và hơn thế nữa.",Dưới 1 giờ,,"74 Đồng Khởi Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 711000",Thành phố Hồ Chí Minh,5.0,122,119,3,0,0,0
33677575,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33677575-Reviews-Metashow_Exhibition-Ho_Chi_Minh_City.html,Metashow Exhibition,Viện bảo tàng nghệ thuật,"['Mo-Fr 10:00-22:00', 'Sa-Su 09:30-22:00']","Triển lãm Metashow là triển lãm nghệ thuật và ánh sáng tương tác quy mô lớn đầu tiên tại Việt Nam. Tọa lạc tại thành phố Thủ Đức, Thành phố Hồ Chí Minh, triển lãm có hơn 30 phòng theo chủ đề lấy cảm hứng từ Van Gogh, nghệ thuật kỹ thuật số và các công nghệ tương tác như VR, MR và gian chụp ảnh AI. Một điểm đến không thể bỏ lỡ cho gia đình, du khách trẻ tuổi và những người yêu nghệ thuật.",1-2 giờ,,"10, Đ. Mai Chí Thọ 4th Floor, Thiso Mall Sala, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.9,134,125,8,2,0,0
18314088,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d18314088-Reviews-Landmark_81_SkyView-Ho_Chi_Minh_City.html,Landmark 81 SkyView,Đài & tháp quan sát,Mo-Su 10:00-22:00,"Landmark 81 SkyView chiếm 3 tầng cao nhất (79 - 80 - 81) của tòa nhà Landmark 81, khu dân cư phức hợp Vinhome Central Park. Tòa tháp tự hào là tòa nhà cao nhất Đông Nam Á được ghi nhận vào năm 2019. Tháp đã trở thành biểu tượng khát vọng của người Việt, là dấu mốc của một kỷ nguyên mới khi người Việt dám ước mơ, dám vươn tới bầu trời và khao khát những thành tựu toàn cầu.",1-2 giờ,,"720A Dien Bien Phu , Thành phố Hồ Chí Minh, 72300",Thành phố Hồ Chí Minh,4.0,116,53,35,14,4,10
635380,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d635380-Reviews-Binh_Tay_Market-Ho_Chi_Minh_City.html,Bình Tây Market,Chợ trời & chợ đường phố,"['Mo-Sa 05:30-19:30', 'Su 05:30-20:00']",Chợ bán buôn trong nhà nổi tiếng với những món hàng giá rẻ.,,,"57 Tháp Mười, 2, Quận 6, Thành phố Hồ Chí Minh, 700900",Thành phố Hồ Chí Minh,3.5,525,97,176,162,50,40
33076194,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d33076194-Reviews-Cosmo_Club-Ho_Chi_Minh_City.html,Cosmo Club,Sòng bạc,Mo-Su 00:00-23:59,,,,"141 Nguyễn Huệ, Phường Bến Nghé, Quận 1 Tầng 1| Khách Sạn Rex, 141 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 700000",Thành phố Hồ Chí Minh,4.9,89,87,0,0,0,2
7907864,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d7907864-Reviews-Chua_Van_Phat_Temple_of_Ten_Thousand_Buddhas-Ho_Chi_Minh_City.html,Chua Van Phat - Temple of Ten Thousand Buddhas,Điểm thu hút khách tham quan & thắng cảnh • Tòa nhà kiến trúc,Mo-Su 07:00-19:00,,,,"66 Nghia Thuc Street District 5, Thành phố Hồ Chí Minh, 70000",Thành phố Hồ Chí Minh,4.6,127,82,38,5,1,1
